id,name,city,country,ix_id,fac_id,created,updated,status,ix_name,org_id,org_name,campus_id,aka,name_long,website,social_media,clli,rencode,npanxx,notes,net_count,ix_count,sales_email,sales_phone,tech_email,tech_phone,available_voltage_services,diverse_serving_substations,property,region_continent,status_dashboard,address1,address2,state,zipcode,floor,suite,latitude,longitude
14336,Scala Data Centers SPOAPA01,Porto Alegre,BR,173,14336,2023-12-07T22:04:43Z,2023-12-11T12:18:53Z,ok,IX.br (PTT.br) Porto Alegre,12216,Scala Data Centers,nan,nan,nan,https://scaladatacenters.com/en/data-centers-en/,"[{'service': 'website', 'identifier': 'https://scaladatacenters.com/en/data-centers-en/'}]",nan,nan,nan,"**SPOAPA01**

- **LOCATION:** Porto Alegre | Rio Grande do Sul
- **BUILT AREA:** 43,809 sqft
- **IT CAPACITY:** 4.8MW
- **START-UP DATE:** 2023",4,1,presales@scaladatacenters.com,nan,l-commandcenter-sd@scaladatacenters.com,nan,"['48 VDC', '480 VAC']",nan,Owner,South America,nan,"Av. Pernambuco, 1124",Navegantes,Rio Grande do Sul,90240-001,nan,nan,-30.002768,-51.198149
1564,Cirion Curitiba - CUR1,Curitiba,BR,174,1564,2013-10-22T00:00:00Z,2024-03-21T13:51:08Z,ok,IX.br (PTT.br) Curitiba,35201,Cirion,nan,nan,Cirion Technologies,https://ciriontechnologies.com,"[{'service': 'website', 'identifier': 'https://ciriontechnologies.com'}]",nan,nan,nan,nan,20,1,contato.br@ciriontechnologies.com,551139572200.0,DL-ipnoc-lat@ciriontechnologies.com,nan,[],nan,nan,South America,nan,"Rua do Semeador, 350",Distrito Industrial,PR,81270-050,nan,nan,-25.470318,-49.350347
5131,BR.Digital Curitiba (CTA1),Curitiba,BR,174,5131,2018-04-02T17:40:30Z,2021-09-28T22:29:29Z,ok,IX.br (PTT.br) Curitiba,30098,BR.Digital,nan,nan,nan,https://br.digital/,"[{'service': 'website', 'identifier': 'https://br.digital/'}]",nan,nan,nan,nan,18,1,nan,nan,nan,nan,[],nan,nan,South America,nan,"Rua Professor Rubens Elke Braga, 107",nan,PR,80220-320,nan,nan,-25.459035,-49.259599
8259,RNP/POP-PR,Curitiba,BR,174,8259,2020-03-12T13:32:35Z,2021-10-01T18:02:57Z,ok,IX.br (PTT.br) Curitiba,1446,Ponto de Presença da Rede Nacional de Ensino e Pesquisa no Estado do Paraná,nan,nan,nan,https://www.pop-pr.rnp.br,"[{'service': 'website', 'identifier': 'https://www.pop-pr.rnp.br'}]",nan,nan,nan,nan,3,1,nan,nan,nan,nan,[],nan,nan,South America,nan,UFPR - AGTIC,"Av. Cel. Fco. H dos Santos, 100",PR,81531-980,nan,nan,-25.447474,-49.232784
11150,PIX DBUG,Curitiba,BR,174,11150,2021-09-10T14:20:32Z,2022-01-19T01:05:13Z,ok,IX.br (PTT.br) Curitiba,11936,Hoinaski & Sklasky Ltda,nan,nan,nan,https://www.dbugtelecom.com.br,"[{'service': 'website', 'identifier': 'https://www.dbugtelecom.com.br'}]",nan,nan,nan,nan,9,1,noc@dbug.com.br,nan,noc@dbug.com.br,nan,[],nan,nan,South America,nan,"Rua José De Alencar, 60",Cristo Rei,PR,80050-240,nan,nan,-25.434845,-49.254228
11613,Elea CTA1 - Curitiba,Curitiba,BR,174,11613,2022-01-10T22:11:06Z,2022-01-10T22:11:43Z,ok,IX.br (PTT.br) Curitiba,31448,Elea Data Centers,nan,nan,nan,https://www.eleadigital.com/7/data-centers#a33,"[{'service': 'website', 'identifier': 'https://www.eleadigital.com/7/data-centers#a33'}]",nan,nan,nan,nan,4,1,comercial@eleadigital.com,nan,comunicacao@eleadigital.com,nan,[],nan,nan,South America,nan,"Travessa Teixeira De Freitas, 73",São Francisco,PR,80410-040,nan,nan,-25.424768,-49.281141
11681,PIX Nova Fibra,Curitiba,BR,174,11681,2022-01-20T20:02:44Z,2022-01-22T05:40:37Z,ok,IX.br (PTT.br) Curitiba,22380,NOVA FIBRA TELECOM S.A.,nan,nan,NOVA FIBRA TELECOM S.A.,http://www.sul.com.br/,"[{'service': 'website', 'identifier': 'http://www.sul.com.br/'}]",nan,nan,nan,nan,0,1,alisson.bordignon@novafibratelecom.com.br,nan,joel.cappellesso@novafibratelecom.com.br,nan,[],nan,nan,South America,nan,"Rua Augusto Stresser, 453",Alto da Glória,PR,80040-310,nan,nan,-25.417061,-49.257395
11682,PIX Celepar,Curitiba,BR,174,11682,2022-01-20T20:57:06Z,2022-01-22T05:40:00Z,ok,IX.br (PTT.br) Curitiba,19754,CIA. DE TECNOL. DA INFOR. E COMUNICAÇÃO DO PARANÁ,nan,nan,CIA. DE TECNOL. DA INFOR. E COMUNICAÇÃO DO PARANÁ,https://www.celepar.pr.gov.br/,"[{'service': 'website', 'identifier': 'https://www.celepar.pr.gov.br/'}]",nan,nan,nan,nan,0,1,nan,nan,nan,nan,[],nan,nan,South America,nan,"R. Mateus Leme, 1561",Bom Retiro - Centro Cívico,PR,80530-010,nan,nan,-25.413608,-49.272183
5129,BR.Digital Florianópolis (FNS1),Florianópolis,BR,175,5129,2018-04-02T17:37:20Z,2021-09-28T22:29:29Z,ok,IX.br (PTT.br) Florianópolis,30098,BR.Digital,nan,nan,nan,https://br.digital/,"[{'service': 'website', 'identifier': 'https://br.digital/'}]",nan,nan,nan,nan,10,1,nan,nan,nan,nan,[],nan,nan,South America,nan,"Avenida Patrício Caldeira de Andrada, 1286",nan,SC,88085-150,nan,nan,-27.60075,-48.593722
5327,RNP/POP-SC,Florianópolis,BR,175,5327,2018-05-08T19:24:10Z,2021-10-01T17:58:20Z,ok,IX.br (PTT.br) Florianópolis,7146,PoP-SC/RNP,nan,nan,nan,http://ix.br/adesao/sc/,"[{'service': 'website', 'identifier': 'http://ix.br/adesao/sc/'}]",nan,nan,nan,nan,3,1,nan,nan,nan,nan,[],nan,nan,South America,nan,Universidade Federal de Santa Catarina,Campus Universitário - Trindade - PoP-SC/RNP,Santa Catarina,88040900,nan,nan,-27.600595,-48.519641
11688,PIX CIASC,Florianópolis,BR,175,11688,2022-01-21T14:11:29Z,2022-01-22T05:41:29Z,ok,IX.br (PTT.br) Florianópolis,31557,CIASC,nan,nan,CIASC - CENTRO DE INFORMÁTICA E AUTOMAÇÃO DO ESTADO DE SANTA CATARINA,https://www.ciasc.sc.gov.br/,"[{'service': 'website', 'identifier': 'https://www.ciasc.sc.gov.br/'}]",nan,nan,nan,nan,0,1,flavio@ciasc.sc.gov.br,nan,flavio@ciasc.sc.gov.br,nan,[],nan,nan,South America,nan,"Rua Murilo Andriani, 327",Rodovia SC404 Km 4,SC,88034-000,nan,nan,-27.587402,-48.499814
11689,PIX IFSC-SJ,São José,BR,175,11689,2022-01-21T17:29:31Z,2022-01-22T05:38:25Z,ok,IX.br (PTT.br) Florianópolis,31559,IFSC,nan,nan,"Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina - IFSC - São José",https://www.ifsc.edu.br/web/campus-sao-jose,"[{'service': 'website', 'identifier': 'https://www.ifsc.edu.br/web/campus-sao-jose'}]",nan,nan,nan,nan,0,1,humbertos@ifsc.edu.br,nan,humbertos@ifsc.edu.br,nan,[],nan,nan,South America,nan,"Rua José Lino Kretzer, 608 - Praia Comprida",nan,SC,88103-902,nan,nan,-27.608476,-48.633269
11657,PIX Prodabel,Belo Horizonte,BR,176,11657,2022-01-19T12:59:41Z,2022-01-20T01:35:11Z,ok,IX.br (PTT.br) Belo Horizonte,31539,Prodabel,nan,nan,Empresa de Informatica e Informacao do Municipio de Belo Horizonte - PRODABEL,https://prefeitura.pbh.gov.br/prodabel,"[{'service': 'website', 'identifier': 'https://prefeitura.pbh.gov.br/prodabel'}]",nan,nan,nan,nan,0,1,mfreire@pbh.gov.br,nan,mfreire@pbh.gov.br,nan,[],nan,nan,South America,nan,"Rua Espírito Santo, 605",Centro,MG,30160-919,nan,nan,-19.919973,-43.937308
11658,PIX Vogel Telecom BH,Belo Horizonte,BR,176,11658,2022-01-19T13:11:45Z,2022-01-20T01:35:46Z,ok,IX.br (PTT.br) Belo Horizonte,13279,Vogel Soluções em Telecom e Informática S/A,nan,nan,Vogel Telecom,https://vogel.algartelecom.com.br/,"[{'service': 'website', 'identifier': 'https://vogel.algartelecom.com.br/'}]",nan,nan,nan,nan,1,1,plan-r@vogeltelecom.com,nan,plan-r@vogeltelecom.com,nan,[],nan,nan,South America,nan,Conj 309,"Rua Pirapetinga, 322",MG,30220-150,nan,nan,-19.942111,-43.923669
13801,PIX Eletronet - Belo Horizonte,Belo Horizonte,BR,176,13801,2023-06-16T16:00:12Z,2023-06-16T16:00:56Z,ok,IX.br (PTT.br) Belo Horizonte,18207,ELETRONET S.A.,nan,nan,ELETRONET S.A.,http://www.eletronet.com,"[{'service': 'website', 'identifier': 'http://www.eletronet.com'}]",nan,nan,nan,nan,2,1,contato@eletronet.com,nan,contato@eletronet.com,nan,[],nan,nan,South America,nan,"Rua Falcão, 722",Flávio Marques Lisboa (Barreiro),MG,30624-200,Subestação Cemig,nan,-19.998807,-43.99296
13802,PIX Century Telecom - Belo Horizonte,Contagem,BR,176,13802,2023-06-16T16:19:46Z,2024-06-20T13:03:49Z,ok,IX.br (PTT.br) Belo Horizonte,12820,CENTURY TELECOM,nan,nan,CENTURY TELECOM,http://www.century.net.br,"[{'service': 'website', 'identifier': 'http://www.century.net.br'}]",nan,nan,nan,nan,1,1,century-pixmg@century.net.br,nan,century-pixmg@century.net.br,nan,[],nan,nan,South America,nan,"Rua José Perminio da Silva, 80 Galpão 7",Cinco,MG,32341-590,nan,nan,-19.931735,-44.062243
13914,PIX Sempre - Belo Horizonte,Belo Horizonte,BR,176,13914,2023-07-24T13:31:38Z,2023-07-24T13:35:45Z,ok,IX.br (PTT.br) Belo Horizonte,8044,SEMPRE TELECOMUNICACOES LTDA,nan,nan,SEMPRE TELECOMUNICACOES LTDA,https://ix.br/adesao/mg,"[{'service': 'website', 'identifier': 'https://ix.br/adesao/mg'}]",nan,nan,nan,nan,3,1,noc@sempre.net.br,nan,noc@sempre.net.br,nan,[],nan,nan,South America,nan,"Avenida Marcelo Diniz Xavier, 649",Califórnia,MG,30855-075,nan,nan,-19.929073,-44.024492
1374,Cirion Rio de Janeiro - RIO1,Rio de Janeiro,BR,177,1374,2013-02-24T00:00:00Z,2024-03-21T13:53:20Z,ok,IX.br (PTT.br) Rio de Janeiro,35201,Cirion,nan,nan,Cirion Technologies,http://www.ciriontechnologies.com,"[{'service': 'website', 'identifier': 'http://www.ciriontechnologies.com'}]",nan,nan,nan,nan,96,1,contato.br@ciriontechnologies.com,551139572200.0,dl-ipnoc-lat@ciriontechnologies.com,nan,[],nan,nan,South America,nan,"Avenida Pedro II, 329",São Cristóvão,RJ,20941-070,nan,nan,-22.904959,-43.217935
1586,Equinix RJ1 - Rio de Janeiro,Rio de Janeiro,BR,177,1586,2013-08-12T00:00:00Z,2020-07-03T11:28:52Z,ok,IX.br (PTT.br) Rio de Janeiro,2,"Equinix, Inc.",nan,nan,nan,https://www.equinix.com/locations/americas-colocation/brazil-colocation/rio-de-janeiro-data-centers/rj1/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/americas-colocation/brazil-colocation/rio-de-janeiro-data-centers/rj1/'}]",nan,nan,nan,nan,49,3,nan,nan,nan,nan,[],nan,nan,South America,nan,"Voluntários da Pátria Street, 360",Botafogo,RJ,22270010,nan,nan,-22.954737,-43.1946
1641,LNCC,Rio de Janeiro,BR,177,1641,2013-09-18T00:00:00Z,2017-09-06T04:51:40Z,ok,IX.br (PTT.br) Rio de Janeiro,8346,Laboratorio Nacional de Computacao Cientifica,nan,nan,nan,http://www.lncc.br,"[{'service': 'website', 'identifier': 'http://www.lncc.br'}]",nan,nan,nan,nan,4,1,nan,nan,nan,nan,[],nan,nan,South America,nan,Av. GetÃºlio Vargas 333 - Quitandinha,nan,RJ,25651-075,nan,nan,-22.529901,-43.217133
1899,Equinix RJ2 - Rio de Janeiro,Rio de Janeiro,BR,177,1899,2014-09-06T00:00:00Z,2020-07-03T11:29:06Z,ok,IX.br (PTT.br) Rio de Janeiro,2,"Equinix, Inc.",nan,nan,nan,https://www.equinix.com/locations/americas-colocation/brazil-colocation/rio-de-janeiro-data-centers/rj2/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/americas-colocation/brazil-colocation/rio-de-janeiro-data-centers/rj2/'}]",nan,nan,nan,nan,152,4,nan,nan,nan,nan,[],nan,nan,South America,nan,"Estrada Adhemar Bebiano, 1380",Del Castilho,RJ,21051-070,nan,nan,-22.871261,-43.272742
2124,Teleporto Rio de Janeiro,Rio de Janeiro,BR,177,2124,2015-02-16T00:00:00Z,2017-09-06T05:04:29Z,ok,IX.br (PTT.br) Rio de Janeiro,4411,InterNexa,nan,nan,nan,http://www.internexa.com,"[{'service': 'website', 'identifier': 'http://www.internexa.com'}]",nan,nan,nan,nan,74,1,nan,nan,nan,nan,[],nan,nan,South America,nan,Av Pesidente Vargas 3131 16 Andar Of 1602,nan,RJ,20210-030,nan,nan,-22.910096,-43.204392
2544,Linkfull Rio de Janeiro,Rio de Janeiro,BR,177,2544,2016-02-16T00:00:00Z,2017-09-06T05:14:43Z,ok,IX.br (PTT.br) Rio de Janeiro,13544,Linkfull Corporate,nan,nan,nan,http://www.linkfull.com.br,"[{'service': 'website', 'identifier': 'http://www.linkfull.com.br'}]",nan,nan,nan,nan,6,1,nan,nan,nan,nan,[],nan,nan,South America,nan,av presidente vargas 3131 16 andar,nan,RJ,20299932,nan,nan,-22.910131,-43.204381
5135,BR.Digital Rio de Janeiro (RJO1),Rio de Janeiro,BR,177,5135,2018-04-02T17:44:53Z,2021-09-28T22:29:29Z,ok,IX.br (PTT.br) Rio de Janeiro,30098,BR.Digital,nan,nan,nan,https://br.digital/,"[{'service': 'website', 'identifier': 'https://br.digital/'}]",nan,nan,nan,nan,9,1,nan,nan,nan,nan,[],nan,nan,South America,nan,"Av. Pres. Vargas, 3131 / 12o andar",nan,RJ,20210-030,nan,nan,-22.909934,-43.204366
5227,Datacenter UFINET BRASIL (Novo Teleporto),Rio de Janeiro,BR,177,5227,2018-04-17T20:10:03Z,2023-03-07T16:46:27Z,ok,IX.br (PTT.br) Rio de Janeiro,7015,Ufinet Brasil RJ S.A.,nan,nan,nan,http://www.nbtelecom.com.br,"[{'service': 'website', 'identifier': 'http://www.nbtelecom.com.br'}]",nan,nan,nan,"New Teleport NB Telecom Datacenter in Rio de Janeiro, a hub for operators and ISP that connect all datacenters in Rio de Janeiro and the most important Internet Exchanges in the world.",21,1,vendas.br@ufinet.com,551130808900.0,peering.br@ufinet.com,nan,[],nan,nan,South America,nan,"Rua José Eugenio, 29 - São Cristovão",nan,Rio de Janeiro,20941-140,nan,nan,-22.908312,-43.221504
5254,Durand Pix - Globenet RJ,Rio de Janeiro,BR,177,5254,2018-04-23T00:22:59Z,2019-09-01T14:59:15Z,ok,IX.br (PTT.br) Rio de Janeiro,1745,Durand do Brasil Ltda,nan,nan,nan,http://www.durand.com.br,"[{'service': 'website', 'identifier': 'http://www.durand.com.br'}]",nan,nan,nan,nan,28,2,nan,nan,nan,nan,[],nan,nan,South America,nan,Estrada dos Bandeirantes 12742,nan,SP,22783-415,nan,nan,-23.003748,-44.537674
5375,Elea RJO1 - Rio de Janeiro,Rio de Janeiro,BR,177,5375,2018-05-23T20:38:51Z,2024-03-11T14:08:27Z,ok,IX.br (PTT.br) Rio de Janeiro,31448,Elea Data Centers,nan,fka Datacenter Grupo Globo (PIX Globo.com IX-RJ),nan,https://www.eleadigital.com/7/data-centers#a71,"[{'service': 'website', 'identifier': 'https://www.eleadigital.com/7/data-centers#a71'}]",nan,nan,nan,"Os interessados em se conectar ao PIX Globo.com, devem manifestar seu interesse através do e-mail ptt-rj@corp.globo.com.

O email deve conter as seguintes informações:

- AS number;

- Se fala BGP;

- Possuir empresa constituída com situação fiscal regular;

- Anexar cópia simples do Contrato Social da empresa.",36,2,comercial@eleaedge.com,nan,comunicacao@eleaedge.com,nan,[],nan,nan,South America,nan,"Rua Vargem Grande, 100 - Jacarepaguá",nan,RJ,22775-020,nan,nan,nan,nan
5533,Mundivox do Brasil,Rio de Janeiro,BR,177,5533,2018-07-06T01:04:58Z,2018-07-06T01:07:48Z,ok,IX.br (PTT.br) Rio de Janeiro,8873,Mundivox do Brasil Ltda,nan,nan,nan,http://www.mundivox.com,"[{'service': 'website', 'identifier': 'http://www.mundivox.com'}]",nan,nan,nan,nan,1,1,nan,nan,nan,nan,[],nan,nan,South America,nan,Rua São Jose 90,nan,RJ,20010-020,nan,nan,-22.906079,-43.176818
11707,PIX Embratel RJ,Rio de Janeiro,BR,177,11707,2022-01-24T20:03:34Z,2022-01-24T23:45:04Z,ok,IX.br (PTT.br) Rio de Janeiro,7728,Embratel,nan,nan,Embratel,http://www.embratel.com.br,"[{'service': 'website', 'identifier': 'http://www.embratel.com.br'}]",nan,nan,nan,nan,1,1,LFSFREI@embratel.com.br,nan,LFSFREI@embratel.com.br,nan,[],nan,nan,South America,nan,"Rua Senador Pompeu, 119 Andar 17O",Centro,RJ,20221-291,nan,nan,-22.900642,-43.188142
5130,BR.Digital Brasília (BSA2),Brasília,BR,178,5130,2018-04-02T17:39:06Z,2022-07-07T13:15:33Z,ok,IX.br (PTT.br) Brasília,30098,BR.Digital,nan,nan,nan,https://br.digital/data-centers,"[{'service': 'website', 'identifier': 'https://br.digital/data-centers'}]",nan,nan,nan,"BSA2/IDC [-15.8684998,-47.9736147]",8,1,comercial@br.digital,nan,nan,nan,[],nan,nan,South America,nan,SIBS - QD.2 - CJ. E LOTE02,nan,nan,71736-205,nan,nan,-15.708703,-47.914375
11610,Elea BSB2 - Brasília,Brasília,BR,178,11610,2022-01-10T22:01:22Z,2022-01-10T22:09:08Z,ok,IX.br (PTT.br) Brasília,31448,Elea Data Centers,nan,nan,nan,https://www.eleadigital.com/7/data-centers#a73,"[{'service': 'website', 'identifier': 'https://www.eleadigital.com/7/data-centers#a73'}]",nan,nan,nan,nan,11,1,comercial@eleadigital.com,nan,comunicacao@eleadigital.com,nan,[],nan,nan,South America,nan,SIG QD 2 lote 470,nan,DF,70610-420,nan,nan,-15.789087,-47.910974
11661,PIX Telebrás,Brasília,BR,178,11661,2022-01-19T14:07:23Z,2022-01-20T01:40:23Z,ok,IX.br (PTT.br) Brasília,9115,Telebrás - Telecomunicações Brasileiras S.A.,nan,nan,Telebrás,https://www.telebras.com.br/,"[{'service': 'website', 'identifier': 'https://www.telebras.com.br/'}]",nan,nan,nan,nan,0,1,david.passos@telebras.com.br,nan,david.passos@telebras.com.br,nan,[],nan,nan,South America,nan,"SIA - Setor de Áreas Públicas, Lote A, Trecho 1, Zona Industrial - Guará",nan,DF,70297-400,nan,nan,-15.8029,-47.957295
11662,PIX Serpro,Brasília,BR,178,11662,2022-01-19T15:19:50Z,2022-01-20T01:41:41Z,ok,IX.br (PTT.br) Brasília,19766,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,nan,nan,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,https://www.serpro.gov.br/,"[{'service': 'website', 'identifier': 'https://www.serpro.gov.br/'}]",nan,nan,nan,nan,3,1,nan,nan,fernando.lima@serpro.gov.br,nan,[],nan,nan,South America,nan,SGAN Quadra 601 Módulo V,nan,DF,70836-900,nan,nan,-15.783974,-47.869808
11663,PIX G8 Brasília,Brasília,BR,178,11663,2022-01-19T15:32:03Z,2022-01-20T17:20:28Z,ok,IX.br (PTT.br) Brasília,4855,G8,nan,nan,G8 Networks Ltda,https://g8.net.br/,"[{'service': 'website', 'identifier': 'https://g8.net.br/'}]",nan,nan,nan,nan,9,1,contato@g8.net.br,nan,contato@g8.net.br,nan,[],nan,nan,South America,nan,"SCN, Quadra 06, Bloco A",Sala 419,DF,70716-900,nan,nan,-15.708703,-47.914375
11664,PIX Eletronet - Brasília,Brasília,BR,178,11664,2022-01-19T16:35:05Z,2022-01-20T17:23:39Z,ok,IX.br (PTT.br) Brasília,18207,ELETRONET S.A.,nan,nan,ELETRONET S.A.,http://www.eletronet.com,"[{'service': 'website', 'identifier': 'http://www.eletronet.com'}]",nan,nan,nan,nan,4,1,contato@eletronet.com,nan,contato@eletronet.com,nan,[],nan,nan,South America,nan,SAI (Setor de Indústria e Abastecimento) Área de Serviços A - Guará,nan,DF,71215-000,nan,nan,-15.797577,-47.947875
3480,DC LDA1,Londrina,BR,314,3480,2016-11-29T12:36:39Z,2024-02-29T21:19:02Z,ok,IX.br (PTT.br) Londrina,8015,PERSIS TELECOM,nan,nan,nan,http://www.persistelecom.com.br,"[{'service': 'website', 'identifier': 'http://www.persistelecom.com.br'}]",nan,nan,nan,nan,0,1,comercial@persistelecom.com.br,nan,noc@persistelecom.com.br,nan,[],nan,nan,South America,nan,"Av. Jules Verne, 1111",Pq Industrial Cacique,Parana,86072-450,nan,nan,-23.284817,-51.207839
5260,Internet by Sercomtel S.A.,Londrina,BR,314,5260,2018-04-23T18:25:39Z,2018-04-23T18:33:39Z,ok,IX.br (PTT.br) Londrina,8841,Internet by Sercomtel S.A.,nan,nan,nan,http://www.sercomtel.com.br,"[{'service': 'website', 'identifier': 'http://www.sercomtel.com.br'}]",nan,nan,nan,nan,2,1,nan,nan,nan,nan,[],nan,nan,South America,nan,Rua Prof. João Candido 555,nan,Paraná,86010-000,nan,nan,-23.313586,-51.161235
11692,PIX UEL,Londrina,BR,314,11692,2022-01-21T19:25:50Z,2022-01-22T05:37:31Z,ok,IX.br (PTT.br) Londrina,30935,UNIVERSIDADE ESTADUAL DE LONDRINA,nan,nan,UNIVERSIDADE ESTADUAL DE LONDRINA,https://portal.uel.br/home/,"[{'service': 'website', 'identifier': 'https://portal.uel.br/home/'}]",nan,nan,nan,nan,0,1,nan,nan,favero@uel.br,nan,[],nan,nan,South America,nan,Rodovia Celso Garcia Cid - PR 445 Km 380,Campus Universitário,PR,86055-900,nan,nan,-23.326811,-51.203821
2812,Ascenty CPS1 - Campinas,Campinas,BR,415,2812,2016-05-06T14:01:06Z,2022-05-06T14:44:30Z,ok,IX.br (PTT.br) Campinas,7838,Ascenty DataCenters e Telecom,nan,nan,nan,https://www.ascenty.com/data-centers/campinas/campinas-1/,"[{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/campinas/campinas-1/'}]",nan,nan,nan,nan,30,1,nan,nan,nan,nan,[],nan,nan,South America,nan,Av Pierre Simon de Laplace n1211,nan,Sao Paulo,13069-320,nan,nan,-22.850918,-47.154706
5277,FasterNet Campinas,Campinas,BR,415,5277,2018-04-25T13:46:04Z,2018-04-25T13:52:38Z,ok,IX.br (PTT.br) Campinas,2374,FasterNet,nan,nan,nan,http://www.fasternet.com.br/,"[{'service': 'website', 'identifier': 'http://www.fasternet.com.br/'}]",nan,nan,nan,nan,3,1,nan,nan,nan,nan,[],nan,nan,South America,nan,"Rua Conceição, 233 - Sala 2713",nan,SP,13010-050,nan,nan,-22.904245,-47.057493
7589,Ascenty VIN1 - Vinhedo,Vinhedo,BR,415,7589,2019-11-07T21:18:58Z,2022-06-06T16:13:22Z,ok,IX.br (PTT.br) Campinas,7838,Ascenty DataCenters e Telecom,nan,nan,nan,https://www.ascenty.com/data-centers/vinhedo/vinhedo-1/,"[{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/vinhedo/vinhedo-1/'}]",nan,nan,nan,nan,16,2,nan,nan,cgr@ascenty.com,551935177600.0,[],nan,nan,South America,nan,"Avenida 2, número  50 - Distrito Industrial Benedito – Storini",nan,São Paulo,13.288-162,nan,nan,nan,nan
11665,PIX IMA,Campinas,BR,415,11665,2022-01-19T16:59:17Z,2022-01-20T01:29:40Z,ok,IX.br (PTT.br) Campinas,5845,Informatica de Municipios Associados SA - IMA,nan,nan,Informatica de Municipios Associados SA - IMA,https://ima.sp.gov.br/,"[{'service': 'website', 'identifier': 'https://ima.sp.gov.br/'}]",nan,nan,nan,nan,0,1,nan,nan,nan,nan,[],nan,nan,South America,nan,"Av. Anchieta, 200",SUBSOLO,SP,13015-904,nan,nan,-22.900974,-47.057459
11666,PIX Unicamp,Campinas,BR,415,11666,2022-01-19T17:07:56Z,2022-01-20T01:30:34Z,ok,IX.br (PTT.br) Campinas,8465,Universidade Estadual de Campinas,nan,nan,Universidade Estadual de Campinas,https://www.unicamp.br/unicamp/,"[{'service': 'website', 'identifier': 'https://www.unicamp.br/unicamp/'}]",nan,nan,nan,nan,0,1,nan,nan,conectividade@unicamp.br,nan,[],nan,nan,South America,nan,"Rua Saturnino de Brito, 45",Cidade Universitária Zeferino Vaz,SP,13083-889,nan,nan,-22.817439,-47.062779
3824,TASCOM TELECOMUNICAÇÕES LTDA,Salvador,BR,556,3824,2017-03-16T19:32:12Z,2017-11-15T04:38:39Z,ok,IX.br (PTT.br) Salvador,13977,USE Telecom,nan,nan,nan,http://www.tascom.com.br,"[{'service': 'website', 'identifier': 'http://www.tascom.com.br'}]",nan,nan,nan,nan,2,1,nan,nan,nan,nan,[],nan,nan,South America,nan,"Av. Tancredo Neves, 620",Sala 513,Bahia,418020-020,nan,nan,-12.979278,-38.460821
5134,BR.Digital Salvador (SDR1),Salvador,BR,556,5134,2018-04-02T17:43:52Z,2021-09-28T22:29:29Z,ok,IX.br (PTT.br) Salvador,30098,BR.Digital,nan,nan,nan,https://br.digital/,"[{'service': 'website', 'identifier': 'https://br.digital/'}]",nan,nan,nan,nan,6,1,nan,nan,nan,nan,[],nan,nan,South America,nan,"Av. Tancredo Neves, 1632",nan,BA,41820-020,nan,nan,-12.983643,-38.453709
8555,Telxius Salvador CLS,Salvador de Bahia,BR,556,8555,2020-05-07T17:59:42Z,2020-08-18T16:03:10Z,ok,IX.br (PTT.br) Salvador,852,Telxius Cable,nan,nan,nan,http://telxius.com,"[{'service': 'website', 'identifier': 'http://telxius.com'}]",nan,nan,nan,nan,13,1,nan,nan,nan,nan,[],nan,nan,South America,nan,"R.José A. Tourinho Dantas, Praia do Flamengo,",nan,nan,CEP 41603-110,nan,nan,nan,nan
11193,PIX Bitcom,Caxias Do Sul,BR,558,11193,2021-09-23T20:40:12Z,2022-01-19T00:49:22Z,ok,IX.br (PTT.br) Caxias do Sul,12948,Bitcom Provedor de Servicos de Internet Ltda,nan,nan,nan,http://www.bitcom.com.br,"[{'service': 'website', 'identifier': 'http://www.bitcom.com.br'}]",nan,nan,nan,nan,0,1,nan,nan,corporativo@bitcom.com.br,5554991583180.0,[],nan,nan,South America,nan,"Rua Bento Gonçalves, 1012",Centro,RS,95020-411,nan,nan,-29.165828,-51.171375
11669,BR.Digital Caxias do Sul (CSL1),Caxias do Sul,BR,558,11669,2022-01-19T18:02:33Z,2022-07-07T21:18:34Z,ok,IX.br (PTT.br) Caxias do Sul,30098,BR.Digital,nan,nan,BR.DIGITAL,https://br.digital/data-centers,"[{'service': 'website', 'identifier': 'https://br.digital/data-centers'}]",nan,nan,nan,nan,1,1,ix-rs@commcorp.com.br,nan,ix-rs@commcorp.com.br,nan,[],nan,nan,South America,nan,"Rua Garibaldi, 789","Sala 202 - 20º Andar, Edifício Estrela",RS,95084-900,nan,nan,-29.168144,-51.183052
2223,PIX G8 Goiânia,Goiania,BR,575,2223,2015-07-02T00:00:00Z,2022-08-06T00:58:03Z,ok,IX.br (PTT.br) Goiânia,4855,G8,nan,nan,nan,http://www.g8.net.br,"[{'service': 'website', 'identifier': 'http://www.g8.net.br'}]",nan,nan,nan,nan,11,1,nan,nan,nan,nan,[],nan,nan,South America,nan,"Av. T-63, 3182 - 14Âº - Setor Bueno",Ed. Aquarius Center,GO,74115-100,nan,nan,-16.714319,-49.264947
